D_floorTAGround,D_Demand,D_MaxCl,D_NeutralDepth,D_sd1,D_td0,D_sds,D_patitionwall,D_nonstructure,D_Ty,D_windows,D_Tx,D_I,D_475Acc,D_basintype,D_CLlarge,D_CLsmall,Total_Height,Total_DeadLoad,Total_LiveLoad,Total_Floor,Avg_Confc,Avg_MBfy,Avg_stify,D_Dbuild,D_Y3brickwall,D_StructureSystem_RC,D_Y4brickwall,D_StructureSystem_Precast_Concrete,D_StructureSystem_Steel,D_StructureSystem_Reinfored_Brick,D_StructureSystem_Brick_Wall,D_StructureSystem_Brick_wall_with_Wooden_pillar,D_StructureSystem_Wood_or_Synthetic_Resins,D_StructureSystem_SRC,D_StructureSystem_NaN,D_structure_6,D_structure_5,D_structure_4,D_structure_3,D_structure_2,D_structure_1,D_floor,D_floorTA,D_1floorCorridorCol,D_1floorCorridorColA,D_1floorClassCol,D_1floorClassColA,D_1floorInsideCol,D_1floorInsideColA,D_X4brickwall,D_X3brickwall,D_YRCwallA,D_isR
,0.29,0.07,,,0.83,,1.0,2.0,68.8469243033836,,0.42,1.25,0.29,,0.0,5.0,17.0,5750539.84900381,352287.5,2966.4,274.570562319648,2697.9940130697382,2800.0,2012.0,24120.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,3.0,2572.493422979024,5.0,,20.0,50000.0,0.0,,,,95991.66005744036,1
,,,7.8,0.8093544883225636,1.3,,,1.0,35.57120289260543,1.0,0.36,1.25,0.24,4.0,3.0,1.0,14.0,6057091.271041689,140000.0,,185.0296468192413,2601.039366494889,2800.0,2004.0,,1.0,2358526.2666992694,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1693.7386691618651,0.0,,4.0,,,8000.0,,,,1
0.0,0.28,0.04,3.7,0.5186417202766433,0.74,0.7,1.0,,53.69031543874655,1.0,0.31,1.25,0.28,2.0,0.0,7.0,7.2,1838821.6177525297,192840.0,642.8,131.29499039864294,2776.361301757556,2800.0,1988.0,,0.0,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,1.0,,0.0,,10.0,,12.0,16200.0,,9600.0,43441.11509562966,0
,,0.32,7.0,,1.6,0.6,1.0,1.0,86.10083577666323,1.0,,1.25,0.24,4.0,,,21.6,,1655820.0,5519.4,30.54724377389627,2595.197024179084,2800.0,1965.0,,1.0,833674.3590687484,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6304.820779262411,20.0,24500.0,46.0,138000.0,0.0,,,,27686.84591740664,1
0.0,0.37,0.3,,0.5868461422179551,0.62,0.6,1.0,,,2.0,0.22,1.25,,1.0,,3.0,7.0,5655286.093444131,151500.0,743.82,224.9994129227859,2684.26512321472,2170.0,,18750.0,1.0,1511499.3529367794,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,2.0,1055.8623941345822,,,,63024.0,1.0,,,,144562.45604402933,0
,,,,,,,,0.0,81.58470871743161,0.0,0.31,1.25,0.31,3.0,0.0,2.0,7.2,,,,210.83045537687428,2666.108258848324,2800.0,1989.0,,0.0,1846058.4601447128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,992.7743052848248,0.0,,4.0,,0.0,,,,,1
,0.24,0.05,,,0.9,0.6,,,30.05960843307224,1.0,,1.25,0.24,3.0,,6.0,18.9,6726883.815713523,1909800.0,6366.0,302.24863690038273,4390.475987520145,2800.0,1954.0,,1.0,1610901.4303612108,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,5.0,7401.354754656067,,39500.0,67.0,230900.0,0.0,,39156.0,,25102.400166149066,0
,,,6.1,0.6023253772022005,0.82,,2.0,1.0,22.9353169860773,1.0,0.3,1.25,0.24,1.0,0.0,,7.0,2246501.5692801867,2020284.0,4086.8,138.09296766026532,2714.575589975221,,2011.0,,1.0,11063328.401138196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,,3665.7465906064303,0.0,17600.0,,,11.0,,,,105139.5761944354,1
,0.31,,3.6,0.6040589146456461,0.83,0.77,1.0,1.0,22.168520926138363,1.0,0.4,1.25,0.31,3.0,,,3.7,4029475.6236978574,733500.0,2445.0,101.82213357466097,2668.4586418914064,2800.0,,,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2853.258298113364,3.0,,32.0,51000.0,1.0,,,,83991.03748552666,1
,0.24,,3.2,0.3156546547831528,0.5,0.6,1.0,1.0,107.08306748855608,1.0,0.7,,0.24,1.0,,0.0,18.0,,1051800.0,3506.0,70.88076942233634,2787.7463557155315,2800.0,1965.0,,1.0,1786514.241115434,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,5.0,,,46288.0,26.0,54054.0,6.0,7500.0,,,,0
,0.37,0.96,2.4,0.5647078153670181,0.64,0.93,1.0,,40.62955859418437,1.0,0.42,1.25,0.37,1.0,6.0,3.0,10.8,2351718.338164576,297000.0,1188.0,,2908.5907690640674,2800.0,2011.0,,,1420064.6965594604,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,2.0,,0.0,,22.0,,,,,,,1
,0.45,0.0,2.0,0.744566940297422,0.63,1.14,1.0,,71.38306336767519,1.0,0.35,,0.45,1.0,0.0,3.0,8.5,3136677.966100338,235633.5,1327.73,361.7439364625659,4010.931190413772,2800.0,1949.0,27083.76,1.0,2015681.9693274093,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1310.440382567276,2.0,6782.0,26.0,105275.0,3.0,5400.0,29148.0,,158307.32703794274,1
0.0,0.26,0.28,,0.4305788788845665,0.68,0.66,1.0,0.0,,,0.31,1.25,0.26,2.0,0.0,3.0,7.4,4186290.546197524,127764.0,567.84,52.267055039309085,2616.2989807579124,,1999.0,14640.0,1.0,2445552.3439355744,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1793.9012955842236,0.0,,18.0,21600.0,0.0,,,7200.0,39833.57963969672,1
,,,,,,,,2.0,21.218757650201297,2.0,,1.25,0.32,3.0,,3.0,12.6,6023976.048998555,348427.5,,43.82909423043058,3000.361991178708,2800.0,,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,,,,0.0,,2177.720621690398,,,,48000.0,,12000.0,,,45031.62342739859,1
,0.26,0.11,4.8,0.5015810980872278,0.68,0.66,,0.0,106.25739600812038,,0.3,1.25,0.26,,0.0,6.0,6.9,4247751.8187729865,195132.0,650.44,112.14518556999909,3001.3775079163447,2800.0,1976.0,2000.0,1.0,1633622.4869199237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,2.0,908.980776473576,3.0,,,30000.0,3.0,,27000.0,,,1
0.0,,0.15,3.9,,0.83,0.77,,1.0,,1.0,0.43,1.25,0.31,3.0,0.0,,11.13,,646731.0,2155.77,169.81431103340822,2649.9354116611844,2800.0,2007.0,,1.0,1629931.3170955502,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,3.0,,0.0,,34.0,,7.0,8400.0,,2760.0,113049.3022981154,1
,0.31,0.06,,,0.83,0.77,1.0,,46.29199780154256,,0.3,1.25,0.31,3.0,0.0,3.0,10.8,6346230.626078131,896850.0,2989.5,,2727.202075040753,2800.0,2004.0,,1.0,1475326.5377129344,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,2.0,3645.695933858563,16.0,12800.0,37.0,81000.0,12.0,18400.0,,11040.0,36792.26243764898,1
,0.24,0.22,6.5,0.0389865981866935,1.3,0.6,1.0,0.0,69.81079122437606,,0.37,,0.24,4.0,0.0,15.0,14.4,,550147.5,2095.8,158.50002156503018,2638.8173968045776,2800.0,1890.0,,1.0,850727.5046299752,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3036.8384641404846,12.0,14700.0,24.0,42000.0,0.0,,,,88891.93527868087,1
0.0,0.34,0.26,5.0,0.6809736696101127,0.77,0.85,,0.0,7.406533470872032,,0.3,1.25,0.34,2.0,0.0,7.0,7.0,,473640.0,,16.965732458250102,,2800.0,1993.0,15510.0,1.0,2345986.263757716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,704.0041949239076,,,55.0,82400.0,13.0,15800.0,,,,1
0.0,0.26,,,0.5402163321168186,0.74,,1.0,0.0,85.59505414059537,1.0,0.52,1.25,,,2.0,,14.4,,582967.5,2454.6,68.70367579719961,2634.874074673552,2450.0,1979.0,3999.2,1.0,2612743.688271789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2414.9051855953103,0.0,,24.0,49200.0,0.0,,,,56734.648468729705,1
350.25,0.32,0.1,0.6,,0.84,0.8,1.0,1.0,45.8579666538551,1.0,0.5,1.25,0.32,3.0,0.0,4.0,,1613342.9279380743,397638.0,1325.46,17.555612152691083,2925.799103768255,2800.0,,41436.0,1.0,1697580.408420779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1859.16526797552,0.0,,34.0,64250.0,0.0,,35580.0,10932.0,163807.74724567164,1
288.0,0.31,0.25,,0.4043360175520476,0.79,,1.0,1.0,28.890101579658403,1.0,0.35,1.25,,3.0,0.0,3.0,14.0,5447858.663810397,391476.0,3931.92,280.7987872148656,2817.497955130908,2800.0,2018.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,,0.0,0.0,,2102.7975011483704,,66950.0,41.0,29400.0,10.0,,,,44639.27601212144,0
0.0,0.28,0.06,3.0,,0.57,,1.0,0.0,16.92648772909038,,0.31,1.25,0.28,,0.0,2.0,3.8,,268100.0,1532.0,29.652594345171224,2747.7198475326145,2800.0,2020.0,,1.0,8783491.862938836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,,65.0,,7.0,8400.0,,,110514.5720864232,1
0.0,0.32,0.06,0.0,0.6843624584425945,0.84,,1.0,1.0,67.89689663355037,1.0,0.31,1.25,0.32,3.0,0.0,3.0,11.45,1124522.971905402,412000.0,1648.0,,,2800.0,1983.0,,1.0,2944673.8134232927,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,762.1263010705263,17.0,30227.0,14.0,33600.0,,,,50760.0,96642.01827399484,1
,0.24,,4.7,0.8326739120565907,1.3,0.6,1.0,1.0,43.60964066366292,1.0,,1.25,0.24,,18.0,0.0,19.2,2573376.4386190646,1146250.0,4585.0,325.1510189814435,,,1900.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,5439.656204880868,0.0,,38.0,98800.0,6.0,5400.0,,,36710.42033932304,1
,,,,0.7367130631724109,1.3,0.6,,1.0,80.31385472570972,,0.6,1.5,0.24,4.0,34.0,,,3063631.9088012893,1023600.0,5494.0,192.15631369132245,2604.715817366442,2800.0,1902.0,,0.0,1706667.9415800965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4.0,6690.91589208364,22.0,,48.0,,0.0,,9600.0,,,0
0.0,,,4.6,0.8236592093161004,1.3,0.6,1.0,2.0,,1.0,0.32,1.25,0.24,4.0,0.0,6.0,7.6,,207000.0,,268.46307632453903,2941.6957290743344,,2004.0,19200.0,1.0,1437438.4405433116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,,0.0,1.0,2130.4940225221926,7.0,11725.0,,,0.0,,,38400.0,55900.54918246178,1
277.33,0.22,0.04,4.0,0.4573747093086093,0.89,0.55,1.0,1.0,14.673710535711596,0.0,0.73,1.25,0.22,,0.0,6.0,18.5,,211402.5,1409.35,300.8312789620052,4274.024944815235,2800.0,1898.0,,1.0,825611.7261656276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2312.7851569001587,4.0,10000.0,10.0,25000.0,0.0,,,,120706.67241616135,1
0.0,0.32,0.03,4.3,0.7247194087591353,,0.8,1.0,0.0,15.005993925350582,1.0,0.22,1.25,0.32,3.0,0.0,2.0,7.2,1172624.1004086563,,,12.215094464042464,2979.799023540912,2800.0,2009.0,,1.0,2373311.486509168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,823.743661328797,0.0,,10.0,,,,,,92663.48860344362,1
,0.31,0.16,5.7,0.5970031954606642,0.83,0.77,1.0,1.0,7.753598598092555,,0.37,1.25,0.31,3.0,,4.0,,,146390.0,1171.12,260.3651642797353,2898.8633833500007,2800.0,1882.0,,0.0,1099830.0542297005,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,15.0,16275.0,26.0,31850.0,7.0,5880.0,7080.0,,,1
118.26,,0.04,5.1,0.760595358925261,,0.93,1.0,,76.86675476575819,1.0,0.67,1.25,0.37,2.0,0.0,6.0,19.85,4521756.551140746,,4466.58,342.4040659122241,,2800.0,1940.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,4.0,4530.643875452372,13.0,,28.0,82800.0,,,,8040.0,132204.4228247168,1
0.0,,,2.3,0.3602790582288024,0.5,,1.0,2.0,91.31668800782066,1.0,0.44,,0.28,1.0,0.0,3.0,11.5,5643442.587331409,317700.0,681.0,246.3284126090401,2971.233449330442,2800.0,,6000.0,1.0,910556.8906696222,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,,,11.0,18250.0,,,4.0,,36000.0,,91585.6238819626,1
,,,3.3,,0.7,0.7,1.0,1.0,34.8169759649526,1.0,0.49,1.25,0.28,2.0,1.0,11.0,10.4,,187360.0,702.6,,2866.3010837441707,2800.0,,,1.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,1654.9377698377275,0.0,,4.0,,,11550.0,,,140658.03540387045,1
,,,,,,,1.0,0.0,23.95370670900877,,,1.25,,2.0,0.0,3.0,11.55,3870433.289574119,215250.0,861.0,287.9562881259126,2905.070805832539,2800.0,1930.0,,,1662396.7747393092,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,,2.0,,0.0,,18.0,34500.0,0.0,,,49500.0,118820.93385971828,1
516.0,0.31,0.04,3.3,0.6291809598259916,0.83,0.77,1.0,1.0,48.54745624324305,1.0,0.45,1.25,0.31,,0.0,4.0,12.0,,277649.78,1571.6,377.3129908651646,4159.364533500397,2800.0,,,1.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1853.3433452166769,14.0,21000.0,30.0,43250.0,10.0,11875.0,,,33346.84510127327,1
0.0,0.31,0.03,2.43,0.6481211519372587,,0.77,,1.0,10.321197552829528,1.0,0.52,1.25,,3.0,0.0,4.0,14.66,,410334.5,1523.29,250.96141065416447,4262.542230912628,2800.0,2016.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,,3.0,1515.4152236828772,,,26.0,58300.0,0.0,,,,112440.07573578144,0
230.0,0.29,0.66,,0.5765206865556197,,0.7,1.0,,82.06601318183526,,0.44,1.25,0.24,4.0,0.0,2.0,11.5,3444969.525648676,801635.0,1920.0,12.179250688384172,4017.642831064357,2800.0,1921.0,,1.0,1303890.334939611,0.0,0.0,0.0,,,0.0,,0.0,1.0,0.0,0.0,,0.0,0.0,,606.9635657785243,,,54.0,31500.0,,,,5760.0,76650.57229276406,0
507.02,0.24,0.03,2.0,0.5617496664907475,0.74,0.93,1.0,0.0,,1.0,0.09,1.25,,2.0,0.0,,10.5,,,1914.82,24.06475352973382,2743.408585190124,,2001.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,3.0,2511.9464452378247,7.0,,16.0,,0.0,,,56000.0,150292.9632227422,0
,,0.08,5.0,0.8341779840272465,0.75,1.14,1.0,1.0,19.08443757629572,1.0,0.32,,,2.0,0.0,2.0,3.6,,,,85.03660360955465,2638.4114358455017,2800.0,1965.0,,1.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,2.0,717.0569586397364,0.0,,8.0,,,,,,243999.16399934428,1
0.0,0.28,,4.62,0.3798046301223641,0.57,0.7,,1.0,23.818141560060543,,0.31,1.5,0.28,1.0,0.0,,7.2,,,798.0,16.438414315383156,2949.683895950102,2800.0,1996.0,,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,690.2169659310853,0.0,,34.0,40800.0,7.0,6720.0,,,134958.4911539458,1
143.94,,0.57,3.3,0.8885062081724995,,1.0,1.0,1.0,,1.0,0.33,1.25,0.4,3.0,2.0,10.0,7.9,1773526.4990413534,229514.5,1017.92,229.33630544584264,2896.3430674277874,2800.0,1918.0,,1.0,1151077.5040016784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,0.0,0.0,1.0,,0.0,,20.0,29300.0,,,,,,1
180.0,0.24,,3.4,0.5850963543136328,1.01,0.6,,1.0,42.07210605668831,1.0,,,,3.0,0.0,,,,186242.5,1208.75,,2726.8711410036785,2800.0,,,0.0,,,,0.0,0.0,0.0,0.0,,1.0,,,1.0,0.0,0.0,0.0,2.0,,,,44.0,66939.82,9.0,8640.0,3180.0,9720.0,102351.2653936886,1
0.0,0.26,0.03,1.3,0.4702061947563101,,0.66,1.0,1.0,96.22061211056526,1.0,0.48,1.25,,,0.0,3.0,12.85,,1297950.0,4326.5,105.709362989315,4171.943154159087,2800.0,2003.0,,1.0,670776.0411246768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,,4870.465302792969,,,,,0.0,,,,34214.786446221275,0
625.39,0.36,0.01,,0.8074648351687942,0.89,,,,77.73395820478821,1.0,0.55,1.25,0.36,3.0,0.0,5.0,15.75,7316770.179780832,725251.7,2843.35,335.29091312155583,,2800.0,,,1.0,2452217.4040127927,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,3.0,2843.30733477378,,22000.0,32.0,,4.0,2880.0,,,58481.64014873821,1
298.8,0.24,0.03,4.5,0.649286379364988,1.05,,,0.0,,1.0,0.49,1.25,0.24,4.0,0.0,8.0,11.9,5303181.847302426,188244.0,806.76,298.65485493703727,2912.344966514041,2800.0,1973.0,,1.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,718.3954883329214,,,,24500.0,0.0,,,,,1
,0.28,0.16,6.5,0.3350496586888757,0.5,0.7,,0.0,64.06328903345181,,0.41,1.25,0.28,2.0,0.0,3.0,10.5,,554400.0,2376.0,136.8497024040745,2703.425862421253,2800.0,1951.0,,1.0,2820856.5125148543,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,2735.76565595346,0.0,,34.0,54400.0,,,,,53754.9818716212,1
,,,,0.6540599571891785,1.05,0.6,1.0,2.0,,1.0,,1.25,0.24,4.0,0.0,5.0,15.2,6464445.391050508,316750.0,1267.0,,2794.747216595594,2800.0,1934.0,,0.0,487518.8686557906,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,,4.0,847.0465224353104,14.0,21000.0,4.0,,4.0,9600.0,25188.0,,,1
0.0,0.24,0.11,6.0,0.8029437917753052,1.3,,1.0,1.0,,1.0,0.51,1.25,0.24,4.0,0.0,4.0,14.0,,702000.0,2160.0,189.14812118264732,2595.801465162709,2800.0,2022.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,4.0,2681.2816293373608,0.0,,26.0,46800.0,,9600.0,,,143194.24224986177,1
,,,,,,,,2.0,99.12747122945513,2.0,0.45,1.25,,2.0,0.0,4.0,12.0,1227923.3231392726,382210.0,,27.554569524930884,4020.729024523368,4200.0,1957.0,39684.0,0.0,1489598.8306183629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,,,13.0,46617.36,11.0,37500.0,15.0,30375.0,,,125597.38977475133,1
,,,8.7,0.7962339263495208,1.3,0.6,1.0,1.0,28.08517132548765,,0.36,1.25,,4.0,14.0,1.0,14.0,2779265.6925990665,762820.0,3051.28,313.0517591022431,,2800.0,,,1.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,,0.0,,12.0,24000.0,,,,,89987.34685727392,1
623.36,0.46,,,0.5714944868136397,0.68,0.91,1.0,2.0,51.34541828483944,1.0,0.47,1.25,,2.0,0.0,5.0,,7799863.751132046,567864.24,2160.48,50.05391779959768,4180.082124896463,2800.0,1949.0,,1.0,650729.8013823116,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,4.0,2764.084303327324,9.0,22500.0,,,0.0,,,,,0
,,,5.7,0.9913341183104049,1.6,0.6,,0.0,2.5673482681117656,1.0,0.46,1.25,0.24,,18.0,0.0,19.1,,1026000.0,3420.0,205.5204795611628,2981.1582459583256,4200.0,2000.0,,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,5.0,3334.636311360852,,15400.0,44.0,84700.0,0.0,,25920.0,6480.0,31534.42290090691,1
,0.24,,6.1,0.7731496045457737,,0.6,1.0,,53.49975658365712,1.0,0.7,1.25,0.24,4.0,0.0,7.0,20.7,8217241.963325554,1844300.0,4399.0,101.40350816060814,2879.9101697460246,,1999.0,,,1850825.589651584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,5.0,5217.840831627793,0.0,,19.0,79200.0,,,,,56267.39123676444,1
,0.31,0.27,3.43,0.5533639482186541,0.77,0.77,1.0,0.0,3.2870982969939773,1.0,0.3,1.25,0.31,3.0,0.0,3.0,10.5,,198178.5,1321.19,372.8697093567601,2791.967605959552,,2011.0,,1.0,2437257.0432798,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,2.0,1479.880205098247,,,16.0,38400.0,4.0,,,,71284.08326065546,1
,0.32,,2.5,0.4187988543451409,0.56,,1.0,0.0,14.284019750359509,1.0,0.31,1.25,,1.0,0.0,2.0,7.2,,138126.0,920.84,10.026605115804555,2924.332775333049,2800.0,2021.0,,0.0,1584653.1406241602,0.0,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,0.0,2.0,,0.0,,,,7.0,,,,155072.1810065004,1
,,,3.0,0.6366849292602529,1.05,0.6,1.0,1.0,11.050768654815336,1.0,0.54,1.25,0.24,4.0,0.0,6.0,,6478675.975029712,1586400.0,5288.0,,4155.820818758646,2800.0,2014.0,,,2225321.431668861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5743.869439584095,,,50.0,179300.0,0.0,,,,,0
,0.32,,,0.5528724411939634,0.68,0.8,,,,1.0,0.3,,0.32,2.0,,,7.0,3960232.640380865,193500.0,1290.0,145.12620202401862,2768.941801243709,2800.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,0.0,2.0,1406.900395260325,0.0,,46.0,64400.0,0.0,,,,,1
0.0,,,2.1,0.7851514870117253,0.82,0.92,1.0,0.0,,,0.22,1.25,0.37,3.0,0.0,4.0,7.2,8399769.210283559,946279.5,2226.54,,2716.276749885424,2800.0,2007.0,10440.0,0.0,2158510.675366832,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,,2955.332432847783,,60800.0,40.0,,0.0,,37440.0,24480.0,129917.0167453475,1
0.0,0.31,0.04,,0.6393309334326022,0.83,0.77,1.0,0.0,30.883821807866106,1.0,0.13,1.25,0.31,3.0,0.0,8.0,3.6,4435098.265481174,,1129.94,268.25669726993056,2808.1676324472182,2800.0,1946.0,10320.0,0.0,2621041.4614096787,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,999.0579282243228,0.0,,85.0,114120.0,4.0,4800.0,,9120.0,60907.42663104463,1
,,,,,,,,1.0,7.528917677703288,2.0,,1.25,0.31,3.0,0.0,4.0,13.0,2083331.537466844,,,147.95197884213434,2614.9530620268424,2800.0,1904.0,5200.0,,1588615.98530168,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,16.0,34650.0,,,8.0,,,10400.0,146520.3379240337,1
,0.24,,,0.6000962207840682,0.74,0.86,1.0,1.0,23.03251701621001,1.0,0.41,1.25,0.36,3.0,,12.0,14.5,7808733.407777565,304650.0,2763.92,69.27262532012281,,2800.0,,11280.0,0.0,2814011.805137997,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,2.0,,12.0,24352.0,16.0,46800.0,0.0,,,,116822.9178910098,0
354.0,0.28,,3.8,0.3544399251251544,0.57,0.7,1.0,2.0,82.15091222315635,1.0,0.43,1.25,0.28,1.0,0.0,,11.26,,233730.0,1001.7,0.0725552544056427,2938.9181816420223,2800.0,1948.0,,1.0,,0.0,,0.0,0.0,0.0,0.0,368.4349769713768,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,,9.0,8100.0,18.0,34650.0,3.0,5775.0,,5690.0,121671.37922572752,1
0.0,0.26,0.03,5.7,0.5398240191525596,0.74,0.66,1.0,1.0,69.8654945691429,1.0,0.41,1.25,0.26,2.0,0.0,6.0,14.0,4102110.527204177,416500.0,1960.0,93.41297632497938,2788.515825047908,2800.0,2009.0,,1.0,2123322.393048404,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,2545.66962687234,0.0,,34.0,,,,,21600.0,,1
,0.4,0.15,2.4,0.5507631747638734,0.68,0.8,1.0,1.0,79.1057838742336,1.0,0.43,1.25,0.32,2.0,0.0,3.0,4.0,2123193.4688952016,336712.8,1122.38,362.4679035877994,2859.57794620184,2800.0,2009.0,,1.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,1640.8665156991633,6.0,9600.0,12.0,26400.0,0.0,,,,55640.93260312674,0
0.0,,0.03,,0.4866573932288217,0.74,0.7,,1.0,79.23478777357926,1.0,0.22,1.25,0.28,2.0,0.0,3.0,7.2,,,620.16,,2610.991119141578,2800.0,2009.0,,0.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,,0.0,,22.0,26400.0,5.0,6000.0,,,149158.80228705966,1
